Person_ID,Income,Income Group,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Rent % of Income
PID_00072,"₹102,680.95",High,49,4,Student,Tier_2,"₹20,536.19","₹19,761.33","₹3,295.01","₹12,785.34","₹7,471.97","₹2,304.44","₹4,855.34","₹6,328.41","₹3,410.52","₹6,922.77","₹1,204.60",24.39%,"₹13,805.02","₹13,805.02",₹928.15,₹566.02,₹201.75,₹435.13,"₹1,535.71",₹106.55,₹294.29,₹232.72,20.00%
PID_00073,"₹29,152.38",Low,36,3,Self_Employed,Tier_2,"₹5,830.48",₹0.00,₹935.14,"₹4,183.83","₹1,637.96",₹859.43,"₹1,197.84","₹2,319.37",₹931.38,"₹2,780.70",₹723.19,7.93%,"₹2,310.95","₹7,753.06",₹913.04,₹235.59,₹214.16,₹116.99,₹543.05,₹46.11,₹60.83,₹36.65,20.00%
PID_00074,"₹104,890.01",High,20,0,Retired,Tier_1,"₹31,467.00","₹6,756.65","₹3,100.59","₹12,984.32","₹8,099.09","₹3,415.26","₹3,890.05","₹8,022.53","₹5,070.91",₹0.00,"₹1,187.84",17.58%,"₹18,438.71","₹20,895.76","₹3,799.94","₹1,621.29",₹745.91,₹365.09,"₹1,661.85",₹218.12,₹0.00,₹134.70,30.00%
PID_00075,"₹3,689.17",Low,55,2,Self_Employed,Tier_1,"₹1,106.75",₹495.41,₹162.13,₹543.45,₹225.09,₹150.52,₹170.24,₹244.35,₹174.15,₹186.83,₹83.45,8.28%,₹146.79,₹146.79,₹85.64,₹64.10,₹20.41,₹15.12,₹61.76,₹4.96,₹5.75,₹23.78,30.00%
PID_00076,"₹57,900.12",Middle,45,1,Retired,Tier_1,"₹17,370.03","₹11,444.47","₹2,096.46","₹7,942.67","₹3,662.13","₹2,816.31","₹2,288.62","₹4,065.15","₹2,260.96","₹3,600.37","₹1,202.61",13.44%,₹0.00,N/A,"₹1,571.82",₹906.48,₹834.66,₹636.22,"₹1,172.46",₹94.77,₹78.91,₹181.28,30.00%
PID_00077,"₹32,163.59",Middle,55,4,Professional,Tier_2,"₹6,432.72","₹1,904.56","₹1,183.61","₹4,065.14","₹1,640.40","₹1,491.35",₹725.95,"₹1,709.84","₹1,217.40","₹2,345.35",₹435.97,5.61%,"₹1,805.38","₹9,011.30",₹925.74,₹472.57,₹324.22,₹198.30,₹180.24,₹60.09,₹43.99,₹65.52,20.00%
PID_00078,"₹23,617.58",Low,23,0,Retired,Tier_2,"₹4,723.52",₹0.00,₹643.22,"₹3,188.20","₹1,642.41",₹781.01,₹655.31,"₹1,328.23",₹744.25,₹0.00,₹359.60,7.65%,"₹1,807.12","₹9,551.84",₹367.45,₹377.14,₹164.62,₹81.05,₹315.90,₹6.54,₹0.00,₹104.36,20.00%
PID_00079,"₹32,285.11",Middle,57,1,Student,Tier_1,"₹9,685.53","₹3,371.92","₹1,056.34","₹3,594.60","₹2,527.66",₹655.18,₹780.14,"₹1,296.76","₹1,182.00","₹3,174.52",₹689.18,9.18%,"₹2,963.08","₹4,271.28",₹591.90,₹334.50,₹70.39,₹230.84,₹311.79,₹34.88,₹16.26,₹165.32,30.00%
PID_00080,"₹6,117.43",Low,34,1,Student,Tier_2,"₹1,223.49",₹383.87,₹185.60,₹873.24,₹353.38,₹250.12,₹195.24,₹453.03,₹196.79,₹314.13,₹159.51,7.82%,₹478.48,"₹1,529.03",₹165.77,₹54.85,₹57.70,₹29.29,₹29.84,₹1.82,₹13.24,₹43.35,20.00%
PID_00081,"₹25,165.14",Low,59,2,Retired,Tier_2,"₹5,033.03","₹3,469.49","₹1,188.60","₹2,860.21","₹1,424.72","₹1,090.72",₹968.45,"₹1,988.18","₹1,198.34","₹1,757.40",₹259.66,6.37%,"₹1,604.25","₹3,926.34",₹711.18,₹275.36,₹98.25,₹245.49,₹545.93,₹12.31,₹24.30,₹30.71,20.00%
PID_00082,"₹39,920.40",Middle,22,2,Student,Tier_2,"₹7,984.08","₹7,102.20",₹843.71,"₹5,176.88","₹2,228.13","₹1,878.38","₹1,142.64","₹2,105.53","₹1,930.57","₹2,590.43",₹860.03,5.98%,"₹2,386.25","₹6,077.82","₹1,167.17",₹170.47,₹514.11,₹77.84,₹617.12,₹7.32,₹105.00,₹134.96,20.00%
PID_00083,"₹97,857.53",High,36,4,Self_Employed,Tier_2,"₹19,571.51",₹0.00,"₹2,471.00","₹14,635.83","₹5,794.54","₹2,144.71","₹4,002.81","₹4,257.25","₹2,988.60","₹9,185.09","₹1,921.17",10.46%,"₹10,239.77","₹30,885.02","₹3,005.22","₹1,190.74",₹135.45,₹298.29,"₹1,040.47",₹7.23,₹18.42,₹513.72,20.00%
PID_00084,"₹19,817.81",Low,60,3,Retired,Tier_1,"₹5,945.34","₹1,710.11",₹789.07,"₹2,034.25","₹1,433.46",₹860.82,₹927.45,"₹1,211.91",₹909.92,"₹1,872.47",₹571.50,5.97%,"₹1,183.56","₹1,551.52",₹176.12,₹261.05,₹150.93,₹226.91,₹285.66,₹39.11,₹88.50,₹151.18,30.00%
PID_00085,"₹15,711.65",Low,59,2,Self_Employed,Tier_2,"₹3,142.33","₹1,266.93",₹599.40,"₹1,706.88","₹1,182.72",₹444.50,₹591.37,₹899.06,₹749.44,"₹1,026.43",₹294.11,9.90%,"₹1,555.47","₹3,808.49",₹169.22,₹309.75,₹101.72,₹76.82,₹219.61,₹9.92,₹32.68,₹55.56,20.00%
PID_00086,"₹20,081.35",Low,52,4,Student,Tier_2,"₹4,016.27",₹0.00,₹832.20,"₹2,697.79","₹1,445.17",₹943.03,₹674.91,₹920.70,₹788.45,"₹1,878.34",₹566.38,9.62%,"₹1,931.06","₹5,318.12",₹775.11,₹185.06,₹172.66,₹56.81,₹86.09,₹33.68,₹57.48,₹109.38,20.00%
PID_00087,"₹62,397.12",Middle,39,1,Self_Employed,Tier_3,"₹9,359.57","₹8,081.25","₹1,332.97","₹8,226.48","₹3,698.09","₹2,269.87","₹1,919.55","₹4,147.94","₹2,241.64","₹5,064.32","₹1,560.96",13.37%,"₹8,341.54","₹14,494.48","₹2,216.93",₹374.42,₹349.94,₹534.00,₹317.99,₹89.31,₹249.73,₹228.57,15.00%
PID_00088,"₹39,024.84",Middle,41,3,Retired,Tier_1,"₹11,707.45","₹4,031.55","₹1,813.75","₹5,315.63","₹2,716.79","₹1,061.10","₹1,038.23","₹2,710.48","₹1,789.24","₹2,707.71",₹772.76,5.13%,"₹2,001.77","₹3,360.14",₹288.56,₹398.35,₹198.11,₹94.06,₹767.51,₹80.16,₹11.83,₹86.24,30.00%
PID_00089,"₹19,636.48",Low,27,0,Self_Employed,Tier_2,"₹3,927.30",₹0.00,₹941.16,"₹1,982.79","₹1,337.53",₹958.85,₹512.79,₹981.26,₹728.36,₹0.00,₹212.72,7.19%,"₹1,411.95","₹8,053.74",₹493.61,₹299.16,₹186.51,₹45.80,₹256.55,₹27.90,₹0.00,₹36.69,20.00%
PID_00090,"₹45,232.30",Middle,19,1,Self_Employed,Tier_1,"₹13,569.69","₹7,866.64","₹1,965.58","₹6,066.90","₹2,926.37","₹2,231.07","₹1,125.55","₹3,237.05","₹1,634.43","₹3,858.72","₹1,272.66",10.32%,₹0.00,N/A,"₹1,595.16",₹791.82,₹663.21,₹185.45,₹820.90,₹3.68,₹131.61,₹266.63,30.00%
PID_00091,"₹32,422.72",Middle,45,4,Student,Tier_2,"₹6,484.54",₹0.00,₹818.44,"₹4,768.25","₹2,125.86","₹1,548.15","₹1,095.62","₹1,834.02","₹1,376.86","₹1,918.64",₹932.69,6.63%,"₹2,150.42","₹9,519.63",₹254.92,₹620.19,₹309.31,₹195.52,₹284.11,₹34.62,₹51.67,₹260.56,20.00%
PID_00092,"₹65,112.29",Middle,58,0,Student,Tier_1,"₹19,533.69","₹4,564.02","₹2,843.21","₹7,816.55","₹4,281.67","₹2,278.30","₹3,059.93","₹3,422.01","₹2,382.89",₹0.00,"₹1,480.03",12.58%,"₹8,192.99","₹13,449.98","₹1,783.35",₹393.46,₹433.05,₹475.51,₹443.74,₹116.24,₹0.00,₹436.43,30.00%
PID_00093,"₹17,108.15",Low,54,1,Retired,Tier_1,"₹5,132.44","₹3,202.13",₹504.64,"₹2,130.12",₹948.79,₹383.30,₹693.68,₹748.08,₹679.26,"₹1,619.20",₹487.05,6.76%,₹579.47,₹579.47,₹629.34,₹231.91,₹77.35,₹204.05,₹129.24,₹25.72,₹49.46,₹89.80,30.00%
PID_00094,"₹23,082.34",Low,34,2,Retired,Tier_2,"₹4,616.47","₹3,961.18",₹566.92,"₹3,116.63","₹1,796.62",₹938.62,₹604.76,"₹1,103.41","₹1,060.61","₹1,863.78",₹426.20,5.31%,"₹1,225.87","₹3,027.15",₹892.00,₹112.90,₹246.26,₹83.83,₹271.90,₹34.19,₹76.11,₹26.99,20.00%
PID_00095,"₹21,922.44",Low,23,4,Student,Tier_2,"₹4,384.49",₹0.00,₹491.76,"₹3,157.34","₹1,536.22","₹1,020.50",₹600.23,"₹1,666.47",₹686.25,"₹1,602.27",₹510.40,7.90%,"₹1,731.75","₹6,266.49",₹571.98,₹297.59,₹157.69,₹146.26,₹249.72,₹29.86,₹34.66,₹94.44,20.00%
PID_00096,"₹9,303.45",Low,60,0,Professional,Tier_2,"₹1,860.69",₹486.26,₹199.23,"₹1,280.85",₹715.37,₹399.38,₹233.44,₹550.67,₹440.68,₹0.00,₹103.93,7.47%,₹695.43,"₹3,032.96",₹193.67,₹121.00,₹36.40,₹34.56,₹78.97,₹10.92,₹0.00,₹25.50,20.00%
PID_00097,"₹38,019.29",Middle,22,2,Student,Tier_2,"₹7,603.86","₹3,488.95","₹1,721.13","₹5,630.32","₹2,250.12","₹1,505.18",₹904.19,"₹3,024.00","₹1,354.77","₹3,210.06",₹964.34,5.45%,"₹2,070.68","₹6,362.37","₹1,234.41",₹537.33,₹173.96,₹184.71,₹580.14,₹25.62,₹37.79,₹262.47,20.00%
PID_00098,"₹36,967.59",Middle,56,0,Professional,Tier_2,"₹7,393.52","₹6,914.39","₹1,674.35","₹5,063.20","₹2,305.10","₹1,371.89","₹1,723.96","₹2,410.98","₹1,839.22",₹0.00,₹595.30,7.93%,"₹2,932.40","₹5,675.69","₹1,160.56",₹655.58,₹179.54,₹119.22,₹154.30,₹40.88,₹0.00,₹139.25,20.00%
PID_00099,"₹30,122.97",Middle,24,3,Self_Employed,Tier_2,"₹6,024.59",₹0.00,₹632.41,"₹3,443.92","₹1,815.04","₹1,467.88","₹1,172.22","₹1,319.48",₹954.80,"₹2,047.80",₹858.72,5.97%,"₹1,798.68","₹10,386.12",₹827.65,₹256.03,₹420.94,₹320.97,₹222.78,₹41.72,₹43.89,₹159.71,20.00%
PID_00100,"₹24,866.65",Low,49,3,Retired,Tier_1,"₹7,460.00","₹4,433.24","₹1,031.19","₹3,600.21","₹1,877.65","₹1,225.30",₹689.28,"₹1,649.51","₹1,020.50","₹2,083.61",₹388.01,6.37%,₹0.00,N/A,₹189.13,₹468.62,₹282.12,₹68.90,₹201.66,₹28.87,₹66.11,₹58.80,30.00%
PID_00101,"₹9,668.77",Low,21,4,Self_Employed,Tier_2,"₹1,933.75","₹1,198.47",₹267.08,"₹1,212.55",₹654.28,₹380.82,₹283.74,₹436.36,₹320.57,₹515.05,₹184.37,7.69%,₹743.37,"₹2,281.73",₹115.67,₹73.21,₹24.07,₹49.29,₹58.61,₹13.21,₹2.96,₹10.95,20.00%
PID_00102,"₹21,427.63",Low,38,0,Self_Employed,Tier_2,"₹4,285.53",₹0.00,₹571.74,"₹3,126.67","₹1,220.82",₹600.24,₹652.74,"₹1,575.78",₹717.30,₹0.00,₹398.72,9.74%,"₹2,088.12","₹8,278.11",₹330.56,₹153.97,₹87.42,₹175.87,₹127.00,₹21.48,₹0.00,₹98.49,20.00%
PID_00103,"₹22,806.05",Low,59,3,Student,Tier_2,"₹4,561.21",₹0.00,₹840.64,"₹2,355.52","₹1,488.17",₹751.98,₹882.13,"₹1,648.19",₹833.38,"₹1,704.37",₹659.27,9.33%,"₹2,127.81","₹7,081.18",₹585.43,₹367.49,₹159.05,₹90.46,₹423.77,₹30.98,₹43.13,₹192.47,20.00%
PID_00104,"₹15,789.98",Low,49,1,Retired,Tier_1,"₹4,736.99",₹0.00,₹532.71,"₹2,090.02","₹1,051.51",₹407.77,₹618.73,₹799.47,₹746.33,₹958.20,₹409.76,7.77%,"₹1,227.49","₹3,438.49",₹471.71,₹119.67,₹115.80,₹63.66,₹66.54,₹28.32,₹24.23,₹25.11,30.00%
PID_00105,"₹26,368.47",Low,35,1,Professional,Tier_1,"₹7,910.54",₹0.00,₹677.01,"₹2,654.59","₹1,995.33",₹692.15,₹657.05,"₹1,840.05","₹1,309.69","₹1,767.99",₹391.00,6.49%,"₹1,712.09","₹6,473.07",₹545.03,₹494.98,₹78.58,₹140.94,₹155.50,₹40.16,₹63.59,₹105.07,30.00%
PID_00106,"₹41,447.94",Middle,50,3,Student,Tier_1,"₹12,434.38",₹0.00,₹836.02,"₹4,455.13","₹2,401.54","₹1,092.16","₹1,572.33","₹2,866.17","₹1,565.76","₹3,841.34",₹932.40,14.08%,"₹5,835.11","₹9,450.71",₹588.98,₹408.15,₹295.36,₹455.62,₹274.62,₹12.67,₹150.71,₹233.64,30.00%
PID_00107,"₹135,659.23",High,31,3,Student,Tier_1,"₹40,697.77","₹17,920.39","₹4,025.79","₹15,621.22","₹7,877.77","₹2,747.10","₹3,480.59","₹7,084.41","₹5,110.14","₹8,475.79","₹3,471.02",16.84%,"₹19,147.25","₹19,147.25","₹3,719.43","₹1,209.56",₹417.48,"₹1,016.57",₹809.07,₹9.04,₹214.61,₹216.91,30.00%
PID_00108,"₹34,496.56",Middle,23,4,Self_Employed,Tier_3,"₹5,174.48",₹0.00,"₹1,109.51","₹4,724.97","₹1,872.87",₹693.80,₹707.15,"₹2,225.51","₹1,450.97","₹1,892.46",₹882.83,7.73%,"₹2,666.49","₹13,762.00",₹812.88,₹259.56,₹74.38,₹189.12,₹325.56,₹46.25,₹3.43,₹88.76,15.00%
PID_00109,"₹36,864.08",Middle,28,4,Professional,Tier_3,"₹5,529.61","₹2,290.09","₹1,262.84","₹4,459.51","₹1,998.38","₹1,623.57",₹992.48,"₹1,489.92","₹1,460.57","₹2,615.36",₹477.92,7.73%,"₹2,849.06","₹12,663.83",₹350.79,₹205.03,₹151.70,₹157.25,₹271.84,₹53.66,₹12.21,₹93.46,15.00%
PID_00110,"₹28,265.46",Low,63,1,Student,Tier_2,"₹5,653.09","₹4,804.32",₹911.45,"₹3,452.86","₹1,499.81",₹955.95,"₹1,234.47","₹1,553.50",₹990.56,"₹2,206.65",₹643.96,9.90%,"₹2,798.52","₹4,358.82",₹748.43,₹322.68,₹232.66,₹322.07,₹179.05,₹15.98,₹34.18,₹132.69,20.00%
PID_00111,"₹6,463.56",Low,37,2,Retired,Tier_1,"₹1,939.07",₹0.00,₹203.03,₹741.83,₹327.94,₹135.01,₹284.45,₹298.56,₹223.32,₹559.20,₹124.42,7.70%,₹497.96,"₹1,626.73",₹123.02,₹80.53,₹25.13,₹41.09,₹36.86,₹1.92,₹20.18,₹35.13,30.00%
PID_00112,"₹29,370.37",Low,46,0,Professional,Tier_3,"₹4,405.56",₹0.00,"₹1,436.18","₹4,175.52","₹1,664.67","₹1,318.92",₹719.28,"₹1,307.95","₹1,422.44",₹0.00,₹301.58,5.16%,"₹1,515.52","₹12,618.28","₹1,010.33",₹216.32,₹211.09,₹198.79,₹214.94,₹48.62,₹0.00,₹49.89,15.00%
PID_00113,"₹31,480.92",Middle,52,2,Student,Tier_2,"₹6,296.18","₹1,934.59","₹1,498.44","₹4,664.78","₹1,817.57","₹1,063.42","₹1,149.12","₹2,112.01","₹1,041.04","₹2,379.72",₹428.22,6.85%,"₹2,155.72","₹7,095.83",₹841.94,₹174.02,₹259.77,₹78.16,₹629.78,₹49.64,₹113.19,₹80.63,20.00%
PID_00114,"₹215,248.05",High,33,4,Self_Employed,Tier_1,"₹64,574.41",₹0.00,"₹6,831.17","₹32,106.59","₹14,442.53","₹6,799.33","₹8,137.37","₹9,135.52","₹7,191.38","₹20,390.17","₹5,644.64",23.63%,"₹39,994.94","₹39,994.94","₹9,206.51",₹752.64,"₹1,233.85",₹828.68,"₹2,536.37",₹24.67,₹345.05,"₹1,065.26",30.00%
PID_00115,"₹25,721.02",Low,24,2,Student,Tier_2,"₹5,144.20","₹3,770.32","₹1,240.83","₹3,243.18","₹1,489.05",₹536.58,₹852.20,"₹1,138.36","₹1,164.22","₹2,467.45",₹392.08,5.88%,"₹1,513.26","₹4,282.55",₹740.44,₹236.26,₹34.23,₹207.51,₹77.19,₹33.10,₹50.54,₹32.86,20.00%
PID_00116,"₹38,184.71",Middle,57,4,Professional,Tier_2,"₹7,636.94","₹2,561.59",₹863.50,"₹3,902.73","₹2,969.55","₹1,166.49","₹1,648.61","₹2,375.01","₹1,893.45","₹3,338.35","₹1,050.88",9.70%,"₹3,705.79","₹8,777.61",₹792.43,₹452.90,₹120.64,₹124.49,₹137.04,₹87.01,₹63.71,₹313.52,20.00%
PID_00117,"₹29,178.38",Low,53,2,Self_Employed,Tier_1,"₹8,753.51",₹0.00,₹594.71,"₹3,061.04","₹1,498.59",₹597.46,"₹1,320.65","₹2,204.69",₹919.48,"₹2,116.95",₹325.62,7.55%,"₹2,201.73","₹7,785.68",₹619.17,₹116.39,₹164.12,₹74.04,₹145.71,₹7.44,₹13.18,₹92.74,30.00%
PID_00118,"₹11,778.25",Low,61,1,Student,Tier_1,"₹3,533.48",₹0.00,₹352.46,"₹1,691.66",₹739.37,₹286.26,₹437.32,₹769.64,₹544.34,"₹1,014.74",₹162.42,9.00%,"₹1,059.73","₹2,246.56",₹135.14,₹171.86,₹19.94,₹77.02,₹52.03,₹0.92,₹30.00,₹10.76,30.00%
PID_00119,"₹74,847.72",High,61,4,Professional,Tier_2,"₹14,969.54",₹0.00,"₹1,912.99","₹9,718.61","₹4,131.41","₹2,628.29","₹1,533.13","₹3,804.38","₹3,031.71","₹5,526.45","₹2,170.26",12.19%,"₹9,127.51","₹25,420.96","₹2,326.45",₹268.59,₹700.04,₹112.45,"₹1,021.18",₹24.78,₹218.80,₹278.56,20.00%
PID_00120,"₹54,748.16",Middle,48,1,Professional,Tier_1,"₹16,424.45",₹0.00,"₹2,251.94","₹5,969.26","₹2,810.43","₹1,797.27","₹2,646.39","₹4,017.78","₹1,720.64","₹4,873.44",₹556.57,13.14%,"₹7,191.36","₹11,679.98","₹1,126.75",₹777.58,₹181.49,₹472.18,"₹1,204.52",₹16.71,₹154.31,₹131.49,30.00%
PID_00121,"₹56,487.70",Middle,59,2,Self_Employed,Tier_1,"₹16,946.31","₹6,499.08","₹2,191.04","₹7,164.96","₹3,471.32","₹1,247.13","₹1,534.79","₹3,358.89","₹2,733.46","₹3,693.34","₹1,567.85",12.75%,"₹6,079.53","₹6,079.53","₹1,265.90",₹930.83,₹218.24,₹253.96,₹334.82,₹91.65,₹37.24,₹183.65,30.00%
PID_00122,"₹14,493.31",Low,61,3,Self_Employed,Tier_1,"₹4,347.99",₹0.00,₹713.57,"₹1,895.23","₹1,017.21",₹307.75,₹512.48,₹642.92,₹457.29,"₹1,034.24",₹220.79,8.78%,"₹1,271.97","₹3,343.84",₹335.58,₹157.40,₹79.85,₹32.09,₹146.12,₹10.25,₹0.25,₹55.96,30.00%
PID_00123,"₹92,151.40",High,60,3,Retired,Tier_3,"₹13,822.71",₹0.00,"₹3,927.21","₹13,165.17","₹7,110.06","₹3,629.76","₹2,986.46","₹7,156.30","₹3,907.24","₹8,200.10","₹2,309.73",14.05%,"₹12,945.81","₹25,936.66","₹2,679.00","₹1,952.77",₹763.24,₹191.94,"₹1,547.18",₹55.27,₹35.37,₹495.22,15.00%
PID_00124,"₹9,773.91",Low,60,0,Retired,Tier_2,"₹1,954.78",₹0.00,₹311.23,"₹1,300.04",₹498.31,₹250.12,₹289.57,₹532.72,₹414.10,₹0.00,₹128.84,8.49%,₹830.04,"₹4,094.20",₹98.09,₹100.92,₹18.73,₹66.33,₹62.97,₹14.37,₹0.00,₹33.24,20.00%
PID_00125,"₹47,975.14",Middle,64,3,Student,Tier_2,"₹9,595.03","₹4,989.79","₹1,346.42","₹5,957.81","₹3,559.26","₹2,305.32","₹1,266.94","₹3,437.31","₹2,070.53","₹4,561.20",₹645.19,12.00%,"₹5,757.08","₹8,240.34",₹792.24,₹418.07,₹583.09,₹244.23,₹871.75,₹57.01,₹85.41,₹185.54,20.00%
PID_00126,"₹173,046.77",High,23,0,Retired,Tier_2,"₹34,609.35",₹0.00,"₹3,744.00","₹22,522.23","₹9,437.52","₹6,470.91","₹7,193.01","₹12,142.74","₹7,967.35",₹0.00,"₹4,602.97",23.36%,"₹40,421.09","₹64,356.68","₹5,875.47","₹1,075.24",₹761.14,"₹1,108.30","₹3,536.97",₹180.60,₹0.00,"₹1,047.04",20.00%
PID_00127,"₹13,582.31",Low,46,2,Retired,Tier_2,"₹2,716.46",₹0.00,₹379.31,"₹1,449.14",₹833.01,₹331.87,₹318.53,₹887.78,₹610.08,"₹1,210.67",₹208.66,6.46%,₹877.24,"₹4,636.81",₹332.55,₹98.57,₹53.94,₹23.70,₹169.53,₹12.86,₹23.86,₹52.84,20.00%
PID_00128,"₹19,070.82",Low,44,0,Self_Employed,Tier_2,"₹3,814.16",₹0.00,₹485.72,"₹2,140.12","₹1,324.14",₹803.55,₹876.52,"₹1,024.19",₹614.94,₹0.00,₹430.00,7.50%,"₹1,429.64","₹7,557.48",₹606.96,₹245.95,₹68.41,₹165.34,₹240.32,₹22.24,₹0.00,₹47.53,20.00%
PID_00129,"₹32,489.55",Middle,60,0,Student,Tier_1,"₹9,746.86","₹3,646.06","₹1,467.64","₹4,108.93","₹1,897.52","₹1,407.39","₹1,330.91","₹2,311.06","₹1,434.18",₹0.00,₹438.71,7.37%,"₹2,394.72","₹4,700.30",₹869.65,₹431.46,₹407.01,₹351.82,₹506.74,₹61.06,₹0.00,₹129.30,30.00%
PID_00130,"₹20,053.76",Low,19,0,Professional,Tier_2,"₹4,010.75",₹0.00,₹597.11,"₹2,219.77","₹1,550.13",₹775.56,₹764.70,"₹1,523.50",₹611.50,₹0.00,₹477.96,5.28%,"₹1,058.26","₹7,522.77",₹615.96,₹208.86,₹128.87,₹66.86,₹179.59,₹15.61,₹0.00,₹108.15,20.00%
PID_00131,"₹8,676.92",Low,39,1,Self_Employed,Tier_1,"₹2,603.08","₹1,185.41",₹351.51,"₹1,295.20",₹573.60,₹361.43,₹320.53,₹680.42,₹406.55,₹829.88,₹96.18,7.26%,₹0.00,N/A,₹165.21,₹161.94,₹18.93,₹41.98,₹186.36,₹19.51,₹14.29,₹13.62,30.00%
PID_00132,"₹31,691.48",Middle,26,0,Professional,Tier_2,"₹6,338.30",₹0.00,"₹1,249.81","₹4,038.61","₹2,178.66","₹1,539.56","₹1,069.89","₹1,692.61","₹1,174.57",₹0.00,₹629.15,5.58%,"₹1,768.65","₹11,780.31",₹397.68,₹394.96,₹248.29,₹145.42,₹180.75,₹7.83,₹0.00,₹123.17,20.00%
PID_00133,"₹12,824.46",Low,28,4,Retired,Tier_3,"₹1,923.67",₹0.00,₹279.32,"₹1,374.19",₹711.30,₹331.19,₹306.58,₹802.51,₹578.76,"₹1,209.14",₹202.00,5.26%,₹675.02,"₹5,105.81",₹244.33,₹106.17,₹22.72,₹21.78,₹57.57,₹27.18,₹29.63,₹41.16,15.00%
PID_00134,"₹43,819.17",Middle,33,2,Retired,Tier_1,"₹13,145.75","₹3,113.68",₹906.05,"₹6,403.70","₹2,775.56","₹1,924.65","₹1,718.77","₹3,138.43","₹1,676.39","₹4,273.15",₹602.84,11.44%,"₹4,140.20","₹4,140.20",₹888.46,₹786.27,₹489.03,₹417.88,₹830.82,₹68.97,₹128.76,₹114.25,30.00%
PID_00135,"₹14,377.41",Low,62,1,Retired,Tier_2,"₹2,875.48",₹0.00,₹479.51,"₹1,947.76",₹719.55,₹467.25,₹432.14,"₹1,145.31",₹432.78,"₹1,333.62",₹151.51,6.50%,₹935.18,"₹4,392.49",₹380.61,₹126.58,₹67.51,₹39.20,₹156.46,₹8.23,₹59.99,₹36.41,20.00%
PID_00136,"₹103,662.96",High,30,4,Professional,Tier_1,"₹31,098.89",₹0.00,"₹4,952.41","₹10,567.82","₹6,750.34","₹3,463.87","₹4,568.49","₹6,077.87","₹4,240.85","₹7,266.38","₹1,527.21",22.57%,"₹23,148.84","₹23,148.84","₹1,785.02","₹1,946.92",₹428.08,"₹1,350.34",₹310.83,₹109.91,₹112.90,₹157.81,30.00%
PID_00137,"₹16,032.13",Low,35,2,Student,Tier_3,"₹2,404.82",₹0.00,₹628.11,"₹1,894.52","₹1,039.95",₹620.95,₹549.72,₹777.13,₹606.78,"₹1,182.50",₹332.75,7.70%,"₹1,234.45","₹5,994.89",₹154.45,₹154.28,₹146.41,₹114.17,₹93.88,₹30.04,₹47.83,₹18.99,15.00%
PID_00138,"₹23,185.99",Low,42,1,Self_Employed,Tier_2,"₹4,637.20",₹0.00,"₹1,059.75","₹2,812.28","₹1,430.23",₹751.43,₹876.49,"₹1,755.84",₹861.64,"₹1,436.41",₹394.03,9.76%,"₹2,262.36","₹7,170.69",₹670.67,₹360.84,₹65.68,₹71.49,₹250.87,₹38.34,₹29.23,₹41.29,20.00%
PID_00139,"₹57,513.01",Middle,50,2,Retired,Tier_3,"₹8,626.95",₹0.00,"₹1,226.14","₹7,273.59","₹3,900.74","₹1,235.68","₹2,551.41","₹4,158.58","₹2,170.81","₹3,738.12","₹1,205.01",12.54%,"₹7,209.45","₹21,425.97",₹367.56,"₹1,152.39",₹78.25,₹443.03,"₹1,129.20",₹28.69,₹146.83,₹97.85,15.00%
PID_00140,"₹11,206.63",Low,27,3,Retired,Tier_2,"₹2,241.33",₹935.30,₹351.33,"₹1,297.72",₹812.26,₹256.23,₹331.73,₹853.98,₹500.38,₹687.42,₹288.54,6.26%,₹701.04,"₹2,650.43",₹386.71,₹196.05,₹61.94,₹41.28,₹88.79,₹18.66,₹10.91,₹38.91,20.00%
PID_00141,"₹35,987.27",Middle,47,2,Student,Tier_1,"₹10,796.18","₹2,368.72",₹783.30,"₹4,897.41","₹1,858.77","₹1,518.39",₹930.27,"₹1,513.00","₹1,351.22","₹2,104.88",₹980.24,9.92%,"₹3,568.33","₹6,884.88","₹1,321.04",₹484.79,₹321.89,₹136.69,₹350.41,₹40.78,₹90.10,₹195.46,30.00%
PID_00142,"₹85,362.90",High,18,3,Self_Employed,Tier_3,"₹12,804.44","₹12,629.01","₹2,580.53","₹10,867.25","₹4,970.89","₹2,204.79","₹3,397.41","₹4,128.24","₹3,926.66","₹4,693.09","₹1,354.20",13.37%,"₹11,411.35","₹21,806.39","₹2,838.50",₹461.98,₹123.27,₹941.16,"₹1,150.57",₹32.62,₹34.67,₹147.44,15.00%
PID_00143,"₹8,291.33",Low,50,3,Student,Tier_2,"₹1,658.27",₹480.44,₹236.51,₹848.65,₹452.07,₹253.08,₹382.99,₹433.90,₹274.12,₹660.53,₹135.03,6.09%,₹505.07,"₹2,475.74",₹48.91,₹79.27,₹30.59,₹103.55,₹90.06,₹2.63,₹23.69,₹24.27,20.00%
