Income,Cleaned_Income,Age,Cleaned_Age,Dependents,Cleaned_Dependents,Occupation,Cleaned_Occupation,City_Tier,Rent,Cleaned_Rent,Loan_Repayment,Cleaned_Loan_Repayment,Insurance,Cleaned_Insurance,Groceries,Cleaned_Groceries,Transport,Cleaned_Transport,Eating_Out,Cleaned_Eating_Out,Entertainment,Cleaned_Entertainment,Utilities,Cleaned_Utilities,Healthcare,Cleaned_Healthcare,Education,Cleaned_Education,Miscellaneous,Cleaned_Miscellaneuos,Desired_Savings_Percentage,Cleaned_Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
"₹69,888.08","₹69,888.08",58,58,3,3,Professional,Professional,Tier_1,"₹20,966.43","₹20,966.43",₹0.00,₹0.00,"₹3,336.29","₹3,336.29","₹9,572.32","₹9,572.32","₹3,724.99","₹3,724.99","₹2,735.51","₹2,735.51","₹2,271.87","₹2,271.87","₹2,813.69","₹2,813.69","₹2,620.61","₹2,620.61","₹6,124.99","₹6,124.99","₹1,935.46","₹1,935.46",13.35823958,13.36%,"₹9,335.82","₹13,785.94","₹1,239.32",₹845.05,₹610.05,₹179.87,₹584.92,₹26.89,₹302.08,₹516.71
"₹39,491.76","₹39,491.76",39,39,4,4,Retired,Retired,Tier_2,"₹7,898.35","₹7,898.35",₹0.00,₹0.00,"₹1,555.33","₹1,555.33","₹4,126.19","₹4,126.19","₹2,765.23","₹2,765.23","₹1,423.68","₹1,423.68",₹922.62,₹922.62,"₹1,731.28","₹1,731.28","₹1,322.00","₹1,322.00","₹2,299.32","₹2,299.32",₹595.80,₹595.80,7.636387836,7.64%,"₹3,015.74","₹14,851.97",₹895.11,₹665.36,₹139.56,₹239.21,₹314.79,₹0.96,₹2.62,₹57.39
"₹7,321.13","₹7,321.13",45,45,0,0,Student,Student,Tier_2,"₹1,464.23","₹1,464.23",₹674.69,₹674.69,₹352.14,₹352.14,₹959.07,₹959.07,₹396.88,₹396.88,₹241.78,₹241.78,₹161.06,₹161.06,₹576.17,₹576.17,₹285.37,₹285.37,₹0.00,₹0.00,₹76.27,₹76.27,6.812590883,6.81%,₹498.76,"₹2,133.47",₹74.00,₹76.63,₹56.47,₹44.33,₹72.01,₹4.98,₹0.00,₹21.05
"₹38,879.40","₹38,879.40",32,32,4,4,Student,Student,Tier_2,"₹7,775.88","₹7,775.88",₹0.00,₹0.00,"₹1,074.13","₹1,074.13","₹4,633.07","₹4,633.07","₹2,588.91","₹2,588.91",₹983.05,₹983.05,"₹1,420.99","₹1,420.99","₹2,168.05","₹2,168.05","₹1,411.69","₹1,411.69","₹2,562.39","₹2,562.39","₹1,042.48","₹1,042.48",5.675364549,5.68%,"₹2,206.55","₹13,218.76",₹515.95,₹741.56,₹232.91,₹82.97,₹299.28,₹21.96,₹101.42,₹145.26
"₹22,046.01","₹22,046.01",60,60,2,2,Self_Employed,Self_Employed,Tier_2,"₹4,409.20","₹4,409.20","₹2,490.27","₹2,490.27","₹1,013.99","₹1,013.99","₹2,701.41","₹2,701.41","₹1,142.21","₹1,142.21",₹821.01,₹821.01,₹894.40,₹894.40,"₹1,267.37","₹1,267.37",₹671.83,₹671.83,"₹1,918.14","₹1,918.14",₹242.70,₹242.70,6.093389982,6.09%,"₹1,343.35","₹4,473.48",₹300.59,₹176.11,₹238.63,₹64.86,₹83.76,₹31.95,₹77.76,₹43.22
"₹17,455.59","₹17,455.59",46,46,4,4,Self_Employed,Self_Employed,Tier_1,"₹5,236.68","₹5,236.68",₹0.00,₹0.00,₹796.76,₹796.76,"₹2,060.14","₹2,060.14","₹1,393.73","₹1,393.73",₹365.73,₹365.73,₹382.15,₹382.15,₹774.74,₹774.74,₹821.51,₹821.51,"₹1,605.99","₹1,605.99",₹274.65,₹274.65,6.108047011,6.11%,"₹1,066.20","₹3,743.51",₹309.46,₹139.58,₹105.12,₹54.25,₹47.63,₹39.18,₹52.72,₹58.49
"₹48,937.23","₹48,937.23",24,24,0,0,Student,Student,Tier_3,"₹7,340.58","₹7,340.58","₹6,173.58","₹6,173.58","₹2,295.84","₹2,295.84","₹5,099.51","₹5,099.51","₹3,419.17","₹3,419.17","₹2,342.88","₹2,342.88","₹2,009.74","₹2,009.74","₹2,740.59","₹2,740.59","₹2,284.27","₹2,284.27",₹0.00,₹0.00,"₹1,077.69","₹1,077.69",11.24768183,11.25%,"₹5,504.30","₹14,153.39","₹1,298.97",₹759.56,₹190.89,₹599.76,₹536.06,₹80.86,₹0.00,₹319.37
"₹68,442.71","₹68,442.71",51,51,0,0,Student,Student,Tier_2,"₹13,688.54","₹13,688.54","₹9,243.34","₹9,243.34","₹3,047.28","₹3,047.28","₹8,891.69","₹8,891.69","₹3,535.36","₹3,535.36","₹3,298.88","₹3,298.88","₹2,383.72","₹2,383.72","₹4,927.44","₹4,927.44","₹2,414.48","₹2,414.48",₹0.00,₹0.00,"₹1,400.59","₹1,400.59",13.50230505,13.50%,"₹9,241.34","₹15,611.39",₹646.90,₹835.57,₹477.79,₹393.10,₹817.27,₹26.43,₹0.00,₹395.22
"₹63,194.77","₹63,194.77",49,49,2,2,Professional,Professional,Tier_2,"₹12,638.95","₹12,638.95",₹0.00,₹0.00,"₹2,792.23","₹2,792.23","₹7,662.30","₹7,662.30","₹4,519.10","₹4,519.10","₹3,080.40","₹3,080.40","₹2,395.13","₹2,395.13","₹3,687.74","₹3,687.74","₹2,341.21","₹2,341.21","₹5,067.91","₹5,067.91","₹1,221.79","₹1,221.79",13.03747007,13.04%,"₹8,239.00","₹17,787.99",₹905.28,₹355.27,₹319.88,₹698.27,₹220.94,₹55.83,₹40.44,₹85.11
"₹15,330.18","₹15,330.18",19,19,0,0,Self_Employed,Self_Employed,Tier_2,"₹3,066.04","₹3,066.04",₹0.00,₹0.00,₹697.06,₹697.06,"₹2,176.94","₹2,176.94","₹1,046.60","₹1,046.60",₹336.91,₹336.91,₹738.83,₹738.83,₹682.55,₹682.55,₹757.07,₹757.07,₹0.00,₹0.00,₹300.07,₹300.07,9.175217528,9.18%,"₹1,406.58","₹5,528.11",₹283.15,₹237.80,₹61.76,₹182.09,₹87.82,₹14.78,₹0.00,₹86.20
"₹23,425.55","₹23,425.55",43,43,1,1,Student,Student,Tier_1,"₹7,027.67","₹7,027.67","₹2,226.88","₹2,226.88","₹1,098.16","₹1,098.16","₹3,200.36","₹3,200.36","₹1,660.43","₹1,660.43",₹736.04,₹736.04,₹599.83,₹599.83,"₹1,763.19","₹1,763.19","₹1,032.46","₹1,032.46","₹2,095.57","₹2,095.57",₹504.10,₹504.10,7.909420206,7.91%,"₹1,480.87","₹1,480.87",₹454.77,₹343.53,₹41.18,₹101.12,₹150.04,₹13.82,₹46.90,₹100.71
"₹39,103.35","₹39,103.35",62,62,4,4,Student,Student,Tier_2,"₹7,820.67","₹7,820.67",₹0.00,₹0.00,"₹1,279.18","₹1,279.18","₹5,043.78","₹5,043.78","₹2,907.96","₹2,907.96","₹1,609.32","₹1,609.32",₹924.51,₹924.51,"₹2,894.05","₹2,894.05","₹1,800.87","₹1,800.87","₹3,364.60","₹3,364.60",₹456.35,₹456.35,5.671345792,5.67%,"₹2,217.69","₹11,002.05","₹1,217.83",₹621.04,₹365.71,₹273.16,₹405.68,₹75.51,₹48.01,₹96.60
"₹65,472.71","₹65,472.71",28,28,3,3,Professional,Professional,Tier_2,"₹13,094.54","₹13,094.54",₹0.00,₹0.00,"₹1,739.62","₹1,739.62","₹7,322.75","₹7,322.75","₹4,659.71","₹4,659.71","₹1,770.70","₹1,770.70","₹3,042.79","₹3,042.79","₹3,519.55","₹3,519.55","₹2,326.28","₹2,326.28","₹5,264.07","₹5,264.07","₹1,497.54","₹1,497.54",13.72219782,13.72%,"₹8,984.30","₹21,235.16","₹1,730.95",₹261.08,₹146.86,₹484.09,₹374.39,₹99.14,₹241.29,₹431.91
"₹20,447.45","₹20,447.45",42,42,3,3,Retired,Retired,Tier_2,"₹4,089.49","₹4,089.49",₹0.00,₹0.00,₹453.19,₹453.19,"₹2,541.02","₹2,541.02","₹1,126.61","₹1,126.61",₹905.67,₹905.67,₹857.37,₹857.37,"₹1,251.02","₹1,251.02",₹951.68,₹951.68,"₹1,830.87","₹1,830.87",₹497.99,₹497.99,5.298558352,5.30%,"₹1,083.42","₹5,942.53",₹528.84,₹251.20,₹185.60,₹110.34,₹124.12,₹44.55,₹52.63,₹96.12
"₹25,859.30","₹25,859.30",36,36,3,3,Professional,Professional,Tier_2,"₹5,171.86","₹5,171.86",₹0.00,₹0.00,₹730.63,₹730.63,"₹3,591.50","₹3,591.50","₹1,500.23","₹1,500.23",₹700.60,₹700.60,₹736.95,₹736.95,"₹1,792.22","₹1,792.22","₹1,201.78","₹1,201.78","₹1,539.02","₹1,539.02",₹359.53,₹359.53,9.348148772,9.35%,"₹2,417.37","₹8,534.99",₹476.98,₹236.82,₹166.19,₹38.37,₹97.73,₹35.72,₹34.81,₹37.49
"₹12,380.58","₹12,380.58",37,37,2,2,Student,Student,Tier_3,"₹1,857.09","₹1,857.09","₹1,610.90","₹1,610.90",₹568.12,₹568.12,"₹1,310.76","₹1,310.76",₹688.40,₹688.40,₹261.64,₹261.64,₹305.95,₹305.95,₹918.70,₹918.70,₹601.60,₹601.60,₹927.38,₹927.38,₹204.76,₹204.76,9.156462743,9.16%,"₹1,133.62","₹3,125.29",₹179.82,₹39.59,₹58.26,₹46.68,₹207.59,₹14.96,₹20.09,₹42.19
"₹11,521.70","₹11,521.70",50,50,3,3,Self_Employed,Self_Employed,Tier_2,"₹2,304.34","₹2,304.34","₹1,912.46","₹1,912.46",₹575.08,₹575.08,"₹1,220.53","₹1,220.53",₹821.28,₹821.28,₹340.28,₹340.28,₹483.55,₹483.55,₹906.14,₹906.14,₹558.95,₹558.95,₹721.39,₹721.39,₹238.44,₹238.44,5.55798496,5.56%,₹640.37,"₹1,439.27",₹327.98,₹136.60,₹28.75,₹108.45,₹136.37,₹23.48,₹15.65,₹41.42
"₹57,467.41","₹57,467.41",34,34,4,4,Retired,Retired,Tier_2,"₹11,493.48","₹11,493.48","₹8,786.61","₹8,786.61","₹1,878.73","₹1,878.73","₹6,376.48","₹6,376.48","₹3,566.10","₹3,566.10","₹1,853.02","₹1,853.02","₹1,270.23","₹1,270.23","₹3,999.65","₹3,999.65","₹2,054.33","₹2,054.33","₹3,769.72","₹3,769.72",₹592.23,₹592.23,10.2691906,10.27%,"₹5,901.44","₹11,826.84",₹574.29,₹825.64,₹546.16,₹90.46,₹603.86,₹51.79,₹71.87,₹88.19
"₹88,782.49","₹88,782.49",47,47,0,0,Professional,Professional,Tier_1,"₹26,634.75","₹26,634.75",₹0.00,₹0.00,"₹3,022.11","₹3,022.11","₹12,812.86","₹12,812.86","₹4,607.54","₹4,607.54","₹2,448.98","₹2,448.98","₹2,167.96","₹2,167.96","₹3,851.45","₹3,851.45","₹4,132.20","₹4,132.20",₹0.00,₹0.00,"₹1,782.35","₹1,782.35",11.99818832,12.00%,"₹10,652.29","₹27,322.30","₹3,460.46",₹317.26,₹453.91,₹623.92,₹455.07,₹185.87,₹0.00,₹433.98
"₹28,320.60","₹28,320.60",35,35,1,1,Retired,Retired,Tier_1,"₹8,496.18","₹8,496.18",₹0.00,₹0.00,₹900.06,₹900.06,"₹3,552.68","₹3,552.68","₹1,829.55","₹1,829.55","₹1,018.19","₹1,018.19","₹1,358.74","₹1,358.74","₹1,487.13","₹1,487.13","₹1,083.42","₹1,083.42","₹1,559.00","₹1,559.00",₹408.62,₹408.62,7.922013793,7.92%,"₹2,243.56","₹6,627.02",₹196.01,₹381.74,₹194.80,₹302.60,₹351.71,₹21.35,₹53.15,₹59.26
"₹66,955.20","₹66,955.20",49,49,3,3,Retired,Retired,Tier_2,"₹13,391.04","₹13,391.04","₹12,898.37","₹12,898.37","₹2,445.72","₹2,445.72","₹9,963.13","₹9,963.13","₹4,248.92","₹4,248.92","₹2,279.56","₹2,279.56","₹2,558.96","₹2,558.96","₹4,079.74","₹4,079.74","₹2,548.77","₹2,548.77","₹5,497.39","₹5,497.39","₹1,952.40","₹1,952.40",13.71808757,13.72%,"₹5,091.19","₹5,091.19",₹731.26,"₹1,094.86",₹533.08,₹421.08,₹980.32,₹115.36,₹66.69,₹455.94
"₹40,065.12","₹40,065.12",57,57,3,3,Professional,Professional,Tier_1,"₹12,019.54","₹12,019.54","₹3,437.47","₹3,437.47","₹1,375.86","₹1,375.86","₹5,780.87","₹5,780.87","₹2,679.45","₹2,679.45","₹2,000.66","₹2,000.66",₹865.00,₹865.00,"₹1,953.84","₹1,953.84","₹1,895.96","₹1,895.96","₹2,634.52","₹2,634.52",₹477.41,₹477.41,10.20877294,10.21%,"₹4,090.16","₹4,944.55","₹1,151.76",₹522.41,₹208.08,₹258.93,₹103.64,₹11.33,₹33.05,₹116.84
"₹17,905.39","₹17,905.39",62,62,3,3,Self_Employed,Self_Employed,Tier_2,"₹3,581.08","₹3,581.08",₹0.00,₹0.00,₹725.52,₹725.52,"₹1,996.97","₹1,996.97","₹1,385.99","₹1,385.99",₹845.78,₹845.78,₹861.57,₹861.57,"₹1,080.29","₹1,080.29",₹853.98,₹853.98,"₹1,159.59","₹1,159.59",₹303.94,₹303.94,7.050593468,7.05%,"₹1,262.44","₹5,110.69",₹411.71,₹210.27,₹70.95,₹98.29,₹137.33,₹8.32,₹47.27,₹41.08
"₹40,057.42","₹40,057.42",21,21,1,1,Student,Student,Tier_3,"₹6,008.61","₹6,008.61","₹6,078.13","₹6,078.13","₹1,131.23","₹1,131.23","₹5,980.37","₹5,980.37","₹2,974.45","₹2,974.45","₹1,853.96","₹1,853.96","₹1,286.17","₹1,286.17","₹2,869.59","₹2,869.59","₹1,609.20","₹1,609.20","₹3,873.88","₹3,873.88",₹798.53,₹798.53,13.13048688,13.13%,"₹5,259.73","₹5,593.30",₹799.08,₹527.46,₹406.42,₹95.18,₹573.25,₹80.30,₹132.27,₹169.91
"₹102,680.95","₹102,680.95",49,49,4,4,Student,Student,Tier_2,"₹20,536.19","₹20,536.19","₹19,761.33","₹19,761.33","₹3,295.01","₹3,295.01","₹12,785.34","₹12,785.34","₹7,471.97","₹7,471.97","₹2,304.44","₹2,304.44","₹4,855.34","₹4,855.34","₹6,328.41","₹6,328.41","₹3,410.52","₹3,410.52","₹6,922.77","₹6,922.77","₹1,204.60","₹1,204.60",24.39496935,24.39%,"₹13,805.02","₹13,805.02",₹928.15,₹566.02,₹201.75,₹435.13,"₹1,535.71",₹106.55,₹294.29,₹232.72
"₹29,152.38","₹29,152.38",36,36,3,3,Self_Employed,Self_Employed,Tier_2,"₹5,830.48","₹5,830.48",₹0.00,₹0.00,₹935.14,₹935.14,"₹4,183.83","₹4,183.83","₹1,637.96","₹1,637.96",₹859.43,₹859.43,"₹1,197.84","₹1,197.84","₹2,319.37","₹2,319.37",₹931.38,₹931.38,"₹2,780.70","₹2,780.70",₹723.19,₹723.19,7.927152257,7.93%,"₹2,310.95","₹7,753.06",₹913.04,₹235.59,₹214.16,₹116.99,₹543.05,₹46.11,₹60.83,₹36.65
"₹104,890.01","₹104,890.01",20,20,0,0,Retired,Retired,Tier_1,"₹31,467.00","₹31,467.00","₹6,756.65","₹6,756.65","₹3,100.59","₹3,100.59","₹12,984.32","₹12,984.32","₹8,099.09","₹8,099.09","₹3,415.26","₹3,415.26","₹3,890.05","₹3,890.05","₹8,022.53","₹8,022.53","₹5,070.91","₹5,070.91",₹0.00,₹0.00,"₹1,187.84","₹1,187.84",17.57909031,17.58%,"₹18,438.71","₹20,895.76","₹3,799.94","₹1,621.29",₹745.91,₹365.09,"₹1,661.85",₹218.12,₹0.00,₹134.70
"₹3,689.17","₹3,689.17",55,55,2,2,Self_Employed,Self_Employed,Tier_1,"₹1,106.75","₹1,106.75",₹495.41,₹495.41,₹162.13,₹162.13,₹543.45,₹543.45,₹225.09,₹225.09,₹150.52,₹150.52,₹170.24,₹170.24,₹244.35,₹244.35,₹174.15,₹174.15,₹186.83,₹186.83,₹83.45,₹83.45,8.279952129,8.28%,₹146.79,₹146.79,₹85.64,₹64.10,₹20.41,₹15.12,₹61.76,₹4.96,₹5.75,₹23.78
"₹57,900.12","₹57,900.12",45,45,1,1,Retired,Retired,Tier_1,"₹17,370.03","₹17,370.03","₹11,444.47","₹11,444.47","₹2,096.46","₹2,096.46","₹7,942.67","₹7,942.67","₹3,662.13","₹3,662.13","₹2,816.31","₹2,816.31","₹2,288.62","₹2,288.62","₹4,065.15","₹4,065.15","₹2,260.96","₹2,260.96","₹3,600.37","₹3,600.37","₹1,202.61","₹1,202.61",13.44156064,13.44%,₹0.00,-₹849.65,"₹1,571.82",₹906.48,₹834.66,₹636.22,"₹1,172.46",₹94.77,₹78.91,₹181.28
"₹32,163.59","₹32,163.59",55,55,4,4,Professional,Professional,Tier_2,"₹6,432.72","₹6,432.72","₹1,904.56","₹1,904.56","₹1,183.61","₹1,183.61","₹4,065.14","₹4,065.14","₹1,640.40","₹1,640.40","₹1,491.35","₹1,491.35",₹725.95,₹725.95,"₹1,709.84","₹1,709.84","₹1,217.40","₹1,217.40","₹2,345.35","₹2,345.35",₹435.97,₹435.97,5.613131666,5.61%,"₹1,805.38","₹9,011.30",₹925.74,₹472.57,₹324.22,₹198.30,₹180.24,₹60.09,₹43.99,₹65.52
"₹23,617.58","₹23,617.58",23,23,0,0,Retired,Retired,Tier_2,"₹4,723.52","₹4,723.52",₹0.00,₹0.00,₹643.22,₹643.22,"₹3,188.20","₹3,188.20","₹1,642.41","₹1,642.41",₹781.01,₹781.01,₹655.31,₹655.31,"₹1,328.23","₹1,328.23",₹744.25,₹744.25,₹0.00,₹0.00,₹359.60,₹359.60,7.651601266,7.65%,"₹1,807.12","₹9,551.84",₹367.45,₹377.14,₹164.62,₹81.05,₹315.90,₹6.54,₹0.00,₹104.36
"₹32,285.11","₹32,285.11",57,57,1,1,Student,Student,Tier_1,"₹9,685.53","₹9,685.53","₹3,371.92","₹3,371.92","₹1,056.34","₹1,056.34","₹3,594.60","₹3,594.60","₹2,527.66","₹2,527.66",₹655.18,₹655.18,₹780.14,₹780.14,"₹1,296.76","₹1,296.76","₹1,182.00","₹1,182.00","₹3,174.52","₹3,174.52",₹689.18,₹689.18,9.177844849,9.18%,"₹2,963.08","₹4,271.28",₹591.90,₹334.50,₹70.39,₹230.84,₹311.79,₹34.88,₹16.26,₹165.32
"₹6,117.43","₹6,117.43",34,34,1,1,Student,Student,Tier_2,"₹1,223.49","₹1,223.49",₹383.87,₹383.87,₹185.60,₹185.60,₹873.24,₹873.24,₹353.38,₹353.38,₹250.12,₹250.12,₹195.24,₹195.24,₹453.03,₹453.03,₹196.79,₹196.79,₹314.13,₹314.13,₹159.51,₹159.51,7.821658468,7.82%,₹478.48,"₹1,529.03",₹165.77,₹54.85,₹57.70,₹29.29,₹29.84,₹1.82,₹13.24,₹43.35
"₹25,165.14","₹25,165.14",59,59,2,2,Retired,Retired,Tier_2,"₹5,033.03","₹5,033.03","₹3,469.49","₹3,469.49","₹1,188.60","₹1,188.60","₹2,860.21","₹2,860.21","₹1,424.72","₹1,424.72","₹1,090.72","₹1,090.72",₹968.45,₹968.45,"₹1,988.18","₹1,988.18","₹1,198.34","₹1,198.34","₹1,757.40","₹1,757.40",₹259.66,₹259.66,6.37486968,6.37%,"₹1,604.25","₹3,926.34",₹711.18,₹275.36,₹98.25,₹245.49,₹545.93,₹12.31,₹24.30,₹30.71
"₹39,920.40","₹39,920.40",22,22,2,2,Student,Student,Tier_2,"₹7,984.08","₹7,984.08","₹7,102.20","₹7,102.20",₹843.71,₹843.71,"₹5,176.88","₹5,176.88","₹2,228.13","₹2,228.13","₹1,878.38","₹1,878.38","₹1,142.64","₹1,142.64","₹2,105.53","₹2,105.53","₹1,930.57","₹1,930.57","₹2,590.43","₹2,590.43",₹860.03,₹860.03,5.977531958,5.98%,"₹2,386.25","₹6,077.82","₹1,167.17",₹170.47,₹514.11,₹77.84,₹617.12,₹7.32,₹105.00,₹134.96
"₹97,857.53","₹97,857.53",36,36,4,4,Self_Employed,Self_Employed,Tier_2,"₹19,571.51","₹19,571.51",₹0.00,₹0.00,"₹2,471.00","₹2,471.00","₹14,635.83","₹14,635.83","₹5,794.54","₹5,794.54","₹2,144.71","₹2,144.71","₹4,002.81","₹4,002.81","₹4,257.25","₹4,257.25","₹2,988.60","₹2,988.60","₹9,185.09","₹9,185.09","₹1,921.17","₹1,921.17",10.46395692,10.46%,"₹10,239.77","₹30,885.02","₹3,005.22","₹1,190.74",₹135.45,₹298.29,"₹1,040.47",₹7.23,₹18.42,₹513.72
"₹19,817.81","₹19,817.81",60,60,3,3,Retired,Retired,Tier_1,"₹5,945.34","₹5,945.34","₹1,710.11","₹1,710.11",₹789.07,₹789.07,"₹2,034.25","₹2,034.25","₹1,433.46","₹1,433.46",₹860.82,₹860.82,₹927.45,₹927.45,"₹1,211.91","₹1,211.91",₹909.92,₹909.92,"₹1,872.47","₹1,872.47",₹571.50,₹571.50,5.972224798,5.97%,"₹1,183.56","₹1,551.52",₹176.12,₹261.05,₹150.93,₹226.91,₹285.66,₹39.11,₹88.50,₹151.18
"₹15,711.65","₹15,711.65",59,59,2,2,Self_Employed,Self_Employed,Tier_2,"₹3,142.33","₹3,142.33","₹1,266.93","₹1,266.93",₹599.40,₹599.40,"₹1,706.88","₹1,706.88","₹1,182.72","₹1,182.72",₹444.50,₹444.50,₹591.37,₹591.37,₹899.06,₹899.06,₹749.44,₹749.44,"₹1,026.43","₹1,026.43",₹294.11,₹294.11,9.900118081,9.90%,"₹1,555.47","₹3,808.49",₹169.22,₹309.75,₹101.72,₹76.82,₹219.61,₹9.92,₹32.68,₹55.56
"₹20,081.35","₹20,081.35",52,52,4,4,Student,Student,Tier_2,"₹4,016.27","₹4,016.27",₹0.00,₹0.00,₹832.20,₹832.20,"₹2,697.79","₹2,697.79","₹1,445.17","₹1,445.17",₹943.03,₹943.03,₹674.91,₹674.91,₹920.70,₹920.70,₹788.45,₹788.45,"₹1,878.34","₹1,878.34",₹566.38,₹566.38,9.616178996,9.62%,"₹1,931.06","₹5,318.12",₹775.11,₹185.06,₹172.66,₹56.81,₹86.09,₹33.68,₹57.48,₹109.38
"₹62,397.12","₹62,397.12",39,39,1,1,Self_Employed,Self_Employed,Tier_3,"₹9,359.57","₹9,359.57","₹8,081.25","₹8,081.25","₹1,332.97","₹1,332.97","₹8,226.48","₹8,226.48","₹3,698.09","₹3,698.09","₹2,269.87","₹2,269.87","₹1,919.55","₹1,919.55","₹4,147.94","₹4,147.94","₹2,241.64","₹2,241.64","₹5,064.32","₹5,064.32","₹1,560.96","₹1,560.96",13.36846441,13.37%,"₹8,341.54","₹14,494.48","₹2,216.93",₹374.42,₹349.94,₹534.00,₹317.99,₹89.31,₹249.73,₹228.57
"₹39,024.84","₹39,024.84",41,41,3,3,Retired,Retired,Tier_1,"₹11,707.45","₹11,707.45","₹4,031.55","₹4,031.55","₹1,813.75","₹1,813.75","₹5,315.63","₹5,315.63","₹2,716.79","₹2,716.79","₹1,061.10","₹1,061.10","₹1,038.23","₹1,038.23","₹2,710.48","₹2,710.48","₹1,789.24","₹1,789.24","₹2,707.71","₹2,707.71",₹772.76,₹772.76,5.129483136,5.13%,"₹2,001.77","₹3,360.14",₹288.56,₹398.35,₹198.11,₹94.06,₹767.51,₹80.16,₹11.83,₹86.24
"₹19,636.48","₹19,636.48",27,27,0,0,Self_Employed,Self_Employed,Tier_2,"₹3,927.30","₹3,927.30",₹0.00,₹0.00,₹941.16,₹941.16,"₹1,982.79","₹1,982.79","₹1,337.53","₹1,337.53",₹958.85,₹958.85,₹512.79,₹512.79,₹981.26,₹981.26,₹728.36,₹728.36,₹0.00,₹0.00,₹212.72,₹212.72,7.190465289,7.19%,"₹1,411.95","₹8,053.74",₹493.61,₹299.16,₹186.51,₹45.80,₹256.55,₹27.90,₹0.00,₹36.69
"₹45,232.30","₹45,232.30",19,19,1,1,Self_Employed,Self_Employed,Tier_1,"₹13,569.69","₹13,569.69","₹7,866.64","₹7,866.64","₹1,965.58","₹1,965.58","₹6,066.90","₹6,066.90","₹2,926.37","₹2,926.37","₹2,231.07","₹2,231.07","₹1,125.55","₹1,125.55","₹3,237.05","₹3,237.05","₹1,634.43","₹1,634.43","₹3,858.72","₹3,858.72","₹1,272.66","₹1,272.66",10.32388619,10.32%,₹0.00,-₹522.36,"₹1,595.16",₹791.82,₹663.21,₹185.45,₹820.90,₹3.68,₹131.61,₹266.63
"₹32,422.72","₹32,422.72",45,45,4,4,Student,Student,Tier_2,"₹6,484.54","₹6,484.54",₹0.00,₹0.00,₹818.44,₹818.44,"₹4,768.25","₹4,768.25","₹2,125.86","₹2,125.86","₹1,548.15","₹1,548.15","₹1,095.62","₹1,095.62","₹1,834.02","₹1,834.02","₹1,376.86","₹1,376.86","₹1,918.64","₹1,918.64",₹932.69,₹932.69,6.632452207,6.63%,"₹2,150.42","₹9,519.63",₹254.92,₹620.19,₹309.31,₹195.52,₹284.11,₹34.62,₹51.67,₹260.56
"₹65,112.29","₹65,112.29",58,58,0,0,Student,Student,Tier_1,"₹19,533.69","₹19,533.69","₹4,564.02","₹4,564.02","₹2,843.21","₹2,843.21","₹7,816.55","₹7,816.55","₹4,281.67","₹4,281.67","₹2,278.30","₹2,278.30","₹3,059.93","₹3,059.93","₹3,422.01","₹3,422.01","₹2,382.89","₹2,382.89",₹0.00,₹0.00,"₹1,480.03","₹1,480.03",12.5828577,12.58%,"₹8,192.99","₹13,449.98","₹1,783.35",₹393.46,₹433.05,₹475.51,₹443.74,₹116.24,₹0.00,₹436.43
"₹17,108.15","₹17,108.15",54,54,1,1,Retired,Retired,Tier_1,"₹5,132.44","₹5,132.44","₹3,202.13","₹3,202.13",₹504.64,₹504.64,"₹2,130.12","₹2,130.12",₹948.79,₹948.79,₹383.30,₹383.30,₹693.68,₹693.68,₹748.08,₹748.08,₹679.26,₹679.26,"₹1,619.20","₹1,619.20",₹487.05,₹487.05,6.758158222,6.76%,₹579.47,₹579.47,₹629.34,₹231.91,₹77.35,₹204.05,₹129.24,₹25.72,₹49.46,₹89.80
"₹23,082.34","₹23,082.34",34,34,2,2,Retired,Retired,Tier_2,"₹4,616.47","₹4,616.47","₹3,961.18","₹3,961.18",₹566.92,₹566.92,"₹3,116.63","₹3,116.63","₹1,796.62","₹1,796.62",₹938.62,₹938.62,₹604.76,₹604.76,"₹1,103.41","₹1,103.41","₹1,060.61","₹1,060.61","₹1,863.78","₹1,863.78",₹426.20,₹426.20,5.310850467,5.31%,"₹1,225.87","₹3,027.15",₹892.00,₹112.90,₹246.26,₹83.83,₹271.90,₹34.19,₹76.11,₹26.99
"₹21,922.44","₹21,922.44",23,23,4,4,Student,Student,Tier_2,"₹4,384.49","₹4,384.49",₹0.00,₹0.00,₹491.76,₹491.76,"₹3,157.34","₹3,157.34","₹1,536.22","₹1,536.22","₹1,020.50","₹1,020.50",₹600.23,₹600.23,"₹1,666.47","₹1,666.47",₹686.25,₹686.25,"₹1,602.27","₹1,602.27",₹510.40,₹510.40,7.89942442,7.90%,"₹1,731.75","₹6,266.49",₹571.98,₹297.59,₹157.69,₹146.26,₹249.72,₹29.86,₹34.66,₹94.44
